submission_date,product_id,product_name,product_brand,site_category_lv1,site_category_lv2,review_title,overall_rating,review_text,reviewer_birth_year,reviewer_gender,reviewer_state
2018-01-01 06:52:58,110757661,Mixer Britânia Mixer e Triturador de Alimentos 2 Preto 200W 2 Velocidades 1 Batedor 1 Mixer com Recipiente e Copo,britania,Eletroportáteis,Mixer e Processador de Alimentos,Bom produto,3,['bom produto   feliz semana  cheio amor  alegria grande realizacao'],1964.0,F,MG
2018-01-01 06:53:13,12317242,Capa De Banco Para Moto Termica Impermeavel Ventilada Motocicleta Cor Preta (Q-80150 ),,Automotivo,Peças para Motos,excelente produto,4,['adorar recomer todo perfeito protecao moto detalhar produto chegar antes de o prazo perfeito proteger continuar impermeavel super recomer ha detalhe marido querer comprar pra'],1974.0,F,RJ
2018-01-01 06:54:00,7344163,Purificador de Água Polar WP1000B/WP2000B Eletrônico Branco,polar,Eletroportáteis,Bebedouro e Purificador de Água,produto de ótima qualidade.,4,['bom produto  gelar em o medida certo  facil entalacao '],1970.0,F,SP
2018-01-01 06:54:00,28037270,Mini Filmadora HD 1080P Resistente Esportes Prova D' Água 30m USB,,Câmeras e Filmadoras,Câmera Digital,Acessórios do anúncio não vem com a câmera,1,['camera ter wifi anunciar todo acessorio constar em o descricao em o foto vir camera '],1962.0,M,SP
2018-01-01 06:54:48,132220822,"Smartphone Motorola Moto Z2 Play Dual Chip Android 7.1.1 Nougat Tela 5,5"" Octa-Core 2.2 GHz 64GB Câmera 12MP - Ouro",motorola,Celulares e Smartphones,Smartphone,Excelente produto.,5,['celular fantastico  rapido  capacidade  levar  tirar foto alto qualidade facil usar '],1981.0,M,SP
2018-01-01 06:57:36,21821920,Kit Com 10 Lâmpadas Super Led 9w Branco Frio Bulbo Bivolt 110/220v E27,,Casa e Construção,Iluminação,De acordo com a descrição,4,['produto entregar dentro de o prazo acordo descricao  recomendo  todo funcionando perfeitamente '],1986.0,M,MG
2018-01-01 06:57:49,25763748,Dvd - Guardiões Da Galáxia - Vol. 2,,Filmes e Séries,Aventura,Dvd - Guardiões Da Galáxia - Vol. 2,5,['excelente  excelente  excelente  excelente  excelente  excelente    excelente  excelente  excelente  excelente  excelente  excelente    excelente  excelente  excelente  excelente  excelente  excelente    excelente  excele nte  excelente  excelente  excelente  excelente    excelente  excelente  excelente  excelente  excelente  excelente '],1964.0,M,PR
2018-01-01 06:57:56,27681992,Esfregão Mop de Limpeza Giratório com Balde Verde Água + 2 Refis MOP8210 - Flash Limp,,Utilidades Domésticas,Utensílios e Acessórios Domésticos,Cumpre o que promete.,4,['produto bom  ter problema entrega  em o site marcado prazo cumprir   dia la entrar contato comigo perguntar ainda querer produto  recebir produto  dia  portanto recomendar produto  recomendar la  vc querer passar raiva '],1962.0,F,MG
2018-01-01 06:58:20,119757799,Micro-ondas Electrolux MTD30 20 Litros Branco,electrolux,Eletrodomésticos,Micro-ondas,"Apesar de estar usando a pouco tempo, vem atendendo o esperado!",3,['produto sempre entregar antes de o prazo  parabens americanascom por o agilidade '],1975.0,M,RJ
2018-01-01 06:58:22,132360745,"Smart TV LED 43"" Philips 43PUG6102/78 Ultra HD 4k com Conversor Digital 4 HDMI 2 USB Wi-Fi 60hz Preta",,TV e Home Theater,TV,Facil de se usar,4,['autoprogramar  facilitar ter dificuldade informatica  apenas audio todo tvs samsung baixo  ruim  segundo tv samsung infelizmente audio deixar desejar '],1976.0,F,ES
2018-01-01 06:58:39,118084238,Adega de Vinhos Philco 16 Garrafas PH16E,philco,Eletrodomésticos,Adega Climatizada,Aprovado,4,['otimo custo beneficio  tamanho ideal  silenciosa  mantem temperatura'],1982.0,M,SP
2018-01-01 06:58:41,8596380,Travesseiro De Molas Cervical Com Gomos Massageadores - Duoflex,,"Cama, Mesa e Banho",Travesseiros,Travesseiro de Molas Cervical,4,['antes travesseiro comum  acordar dor em o pescoco passar pra cabeca  agora acordo dor  produto bom pra  parabens recomendar '],1961.0,M,SP
2018-01-01 06:59:06,119465323,Cafeteira Expresso Arno Nescafé Dolce Gusto Mini Me 15 Bar Automática - Preto,arno,Eletroportáteis,Cafeteira,Produto maravilhoso,4,['produto otimo qualidade  facil usar  vale pena '],1981.0,F,SP
2018-01-01 07:00:46,25668212,Oculos Lupa Cabeça 8 Lentes 2 Leds Alto Brilho para Ourives,,Papelaria,Luminárias e Acessórios para Leitura,é legal,4,['bacano gente ter aproximar de o peca  atrapalhar executar solda ex  '],1951.0,M,PE
2018-01-01 07:02:13,132246803,Game PES 2017 - XBOX 360,,Games,Xbox One,Formidável,5,['bom cada ano jogabilidade ficar parecido real   '],1984.0,M,SP
2018-01-01 07:02:30,22562178,Copo Acrílico Com Canudo 500ml Rocie,,Utilidades Domésticas,"Copos, Taças e Canecas",Avaliações falsas,1,['bom achar anuncio  pois saber dar pra fazer falso avaliacao sobre produto  fazer americana percar confiabilidade a o ver  onde copo barato   pessimo   '],1985.0,M,RJ
2018-01-01 07:03:22,28038171,Beerus - Dragon Ball Z - Tamashii Buddies - Bandai,,Brinquedos,Bonecos,Gostei muito do Produto,5,['otimo produto colecionador  bonito bom fabricante  excelente '],1981.0,F,SP
2018-01-01 07:03:25,25669947,Tapete Carpete Hyundai Creta 2017 Preto,,Automotivo,,gostei muito do produto,3,['gostar de o produto gostar de o produto gostar de o produto'],1958.0,M,SP
